selling_price,city,house_age,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_basement,floors,scenic_views
690000,Sammamish,24,4,2.5,2820,8307,0,2,0
735000,Sammamish,24,4,2.5,3100,8529,0,2,0
640000,Sammamish,23,4,2.5,2500,7417,0,2,0
635000,Sammamish,22,4,2,2260,8457,0,2,0
467000,Renton,3,4,2.75,2170,5024,0,2,0
515000,Sammamish,25,3,2.5,1790,7167,0,2,0
583000,Sammamish,25,3,2.5,1790,8144,0,2,0
510000,Sammamish,28,3,2,1680,8080,0,1,0
580000,Sammamish,26,3,2.5,2150,7484,0,2,0
562500,Sammamish,27,3,2.5,2030,7549,0,1,0
485000,Sammamish,27,3,2.25,1570,6810,390,1,0
479000,Sammamish,28,3,1.75,1470,6018,0,1,0
485000,Sammamish,27,3,2.5,1680,7385,0,2,0
528000,Sammamish,26,4,2.75,2050,7171,510,1,0
575000,Sammamish,24,4,2.5,2400,6137,0,2,0
550000,Sammamish,27,4,2.5,2050,8683,0,2,0
560000,Sammamish,27,3,2.5,1900,8744,0,2,0
532000,Sammamish,28,3,2.5,1830,8022,0,2,0
720000,Seattle,1,3,1.75,1370,1990,0,3,0
600000,Seattle,9,3,1.75,1620,1325,190,2.5,0
626000,Seattle,9,3,2.25,1750,1572,280,2.5,0
622500,Seattle,2,2,1.75,1510,851,90,3,0
459000,Seattle,6,3,1.5,1160,1031,0,3,0
425000,Seattle,6,2,2.5,1150,1027,0,3,0
530000,Seattle,7,2,2.25,1260,1312,0,3,0
562000,Seattle,7,2,2.25,1300,1314,0,3,0
387000,Seattle,15,2,1.5,1010,948,0,3,0
525000,Seattle,7,2,2.75,1310,1268,0,3.5,0
563500,Seattle,7,3,2.5,1400,1312,0,3.5,0
619000,Seattle,0,3,2.25,1650,946,0,3,0
580000,Seattle,0,3,2.25,1480,1026,0,3,0
610000,Seattle,0,3,1.75,1630,1500,0,3,0
609000,Seattle,0,3,1.75,1630,1526,0,3,0
465000,Seattle,16,2,1.5,1120,1201,0,3,0
521000,Seattle,14,3,3.25,1460,1254,0,3,0
474800,Seattle,14,2,3.25,1400,1243,0,3,0
620000,Seattle,9,3,2.5,1776,1248,172,3,0
630500,Seattle,8,3,2.5,1909,1300,143,3,0
485000,Seattle,10,2,2.25,1260,1240,0,3,0
625000,Seattle,3,3,2.5,1730,1301,0,3,0
586500,Seattle,8,3,2.5,1780,1487,180,3,0
671500,Seattle,3,3,2.5,1770,1714,0,3,0
650000,Seattle,7,2,2.5,1470,690,0,3,3
670000,Seattle,7,2,2,1500,761,0,3,3
513000,Seattle,7,3,2.25,1500,1312,0,3,0
523950,Seattle,8,3,2.25,1420,1282,0,3,0
500000,Seattle,8,3,2.25,1420,983,0,3,0
510000,Seattle,8,3,2.25,1420,1309,0,3,0
520000,Seattle,8,2,2.25,1530,981,50,3,0
435000,Seattle,9,3,3,1440,1350,0,3.5,2
504500,Seattle,16,3,2.5,1820,1545,180,3,2
565000,Seattle,7,3,2.5,1870,1058,490,3,0
543000,Seattle,10,3,2.5,1540,1256,0,3,0
550000,Seattle,8,3,3.5,1450,1091,250,2,0
550000,Seattle,7,3,2,1420,1369,80,2.5,0
755000,Seattle,9,3,2.5,2000,1950,0,3,0
695000,Seattle,14,4,3.5,3530,7202,870,2,0
649950,Seattle,6,3,2.5,2420,6847,0,2,0
825000,Seattle,11,4,3.5,3620,6499,0,2.5,0
541000,Seattle,2,3,1.75,1630,1166,610,2,0
540000,Seattle,1,3,1.75,1630,1404,610,2,0
869900,Seattle,27,6,4.5,2750,4400,980,2,0
545000,Seattle,24,4,2.5,2040,6034,0,2,0
738000,Seattle,14,4,2.5,2830,5010,660,2,0
802000,Seattle,0,3,2.25,2170,5001,0,2,0
729000,Bellevue,25,3,2.5,2480,7428,0,2,0
260000,Auburn,11,3,2,1630,8018,0,1,0
455000,Seattle,12,4,3.5,3440,6000,0,2,0
265000,Seattle,29,3,1.75,1630,5999,0,1.5,0
510000,Seattle,3,3,2.5,2730,7136,0,2,0
266750,Seattle,26,3,2.25,1650,10000,0,2,0
380000,Federal Way,10,4,2.5,3120,5001,0,2,0
353000,Kent,21,3,2,1678,13862,0,1,0
455000,Maple Valley,18,4,2.5,2210,49375,0,1,0
790000,Renton,15,3,3,2840,206910,0,2,0
925000,Bellevue,13,3,3.25,4110,20900,1480,2,0
820000,Bellevue,14,3,3,3850,38830,0,2,1
908950,Bellevue,1,4,2.75,3090,6200,0,2,0
928950,Bellevue,1,4,3.75,3280,6000,0,2,0
755000,Seattle,16,2,2.5,1360,2070,0,2,0
527500,Seattle,6,3,2.5,1380,1389,0,3,0
265000,Maple Valley,23,3,2.5,1530,6000,0,2,0
269950,Maple Valley,22,3,2.25,1510,6000,360,1,0
300000,Maple Valley,23,3,2.25,1760,5421,0,2,0
265000,Maple Valley,24,3,1.75,1450,5858,0,1,0
260250,Maple Valley,22,3,1.75,1490,8357,0,1,0
269500,Maple Valley,23,3,2,1640,8395,0,1,0
287200,Maple Valley,22,3,3,1850,19966,760,1,0
275250,Maple Valley,22,3,2.25,1520,7199,0,2,0
290700,Maple Valley,22,3,2.5,1670,6666,0,2,0
287000,Maple Valley,23,3,2.25,1370,6000,0,2,0
264500,Maple Valley,21,3,2.25,1370,7087,0,2,0
305000,Maple Valley,22,3,2.25,1370,6600,0,2,0
295000,Maple Valley,23,3,1.75,1520,6559,350,1,0
260000,Maple Valley,23,3,2.5,1510,6095,0,2,0
316000,Maple Valley,22,3,2.25,1900,7479,0,2,0
282000,Maple Valley,21,3,2.5,1610,6000,0,2,0
835000,Auburn,9,4,4.25,4930,25714,0,2,0
657500,Auburn,12,4,2.75,4140,24190,0,2,0
785000,Auburn,10,3,3.5,4500,21870,0,2,0
930000,Auburn,7,4,4.25,5710,24663,0,2,0
325000,Seattle,7,3,2.25,1352,1694,0,3,0
310000,Seattle,16,2,2,1030,2271,0,3,0
324950,Seattle,15,2,1.5,1230,1516,0,3,0
680000,Seattle,1,4,2.5,2440,6581,0,2,0
500000,Seattle,3,3,2.5,1720,3012,0,2,0
560000,Kirkland,22,3,2,2090,15790,0,1,0
560000,Seattle,7,3,3.25,1530,1786,330,2,0
805000,Sammamish,17,3,2.5,2690,17461,0,2,3
665000,Sammamish,18,3,2.5,2330,15536,0,1,2
865000,Sammamish,17,3,2.5,3050,12558,0,2,0
530000,Bellevue,27,3,2,2330,26571,0,2.5,0
565000,Renton,18,4,2.5,2620,10016,0,2,0
605000,Renton,18,4,2.5,2620,7553,0,2,0
560000,Renton,18,3,2.5,2070,12708,0,2,0
420000,Auburn,13,4,2.5,2480,8626,0,2,0
325000,Kent,17,3,2.5,2070,8337,0,2,0
350000,Kent,17,4,2.5,2380,6124,0,2,0
260000,Kent,21,4,2.5,1790,4358,0,2,0
278000,Kent,21,3,2.25,2120,9804,0,2,0
299900,Auburn,12,3,2.5,2720,6014,0,2,0
330000,Auburn,11,3,2.5,3040,7232,0,2,0
306000,Auburn,13,4,2.5,2490,8124,0,2,0
357500,Auburn,13,5,3,3270,9146,0,2,0
300000,Auburn,11,3,2.5,2240,3691,0,2,0
289500,Auburn,13,3,2.25,2120,3400,0,2,0
507000,Auburn,12,5,3.25,3850,16249,820,2,2
357000,Seattle,24,5,2.75,1540,4000,400,1,0
400000,Seattle,15,4,2.5,2350,3904,0,2.5,0
315000,Seattle,21,6,4,3120,4240,1030,2,2
385000,Seattle,14,4,3.25,1790,2460,690,2,0
299000,Seattle,6,2,2.5,1400,1262,240,2,0
357500,Seattle,7,3,3,1730,1442,290,2,0
280000,Seattle,11,3,2.5,1020,2217,300,2,0
445000,Seattle,6,4,2.5,2340,3784,0,2,0
287500,Federal Way,29,3,2.25,2030,8690,670,1,0
285000,Federal Way,29,4,2.25,1960,10400,740,1,0
289950,Federal Way,27,3,2.5,2070,5013,0,2,0
269000,Federal Way,29,2,2,1540,5000,0,1.5,0
286000,Federal Way,27,3,2.5,1680,5000,0,2,0
277500,Kent,25,4,2,1700,12048,0,2,0
335000,Kent,13,4,2.5,2370,6000,0,2,0
490000,Kent,11,4,4.25,4480,5715,800,2,0
373000,Kent,8,5,2.5,3001,5710,0,2,0
422000,Kent,7,4,2.5,2930,5973,0,2,0
365070,Kent,9,4,2.5,2506,6232,0,2,0
294000,Seattle,11,4,2.5,2040,7800,0,2,0
895000,Seattle,21,3,2.5,2500,7746,590,2,0
427800,Kirkland,29,3,1.75,1340,13241,0,1,2
430000,Kirkland,27,3,2.25,2160,6527,580,2,0
324500,Seattle,29,2,1,1300,6617,0,1,0
650000,Kirkland,11,5,3.5,5110,10018,1260,2,0
612000,Kirkland,16,3,3,2330,10327,0,1,0
960000,Kirkland,1,4,4.5,3720,7746,0,2,0
540000,Duvall,24,4,2.25,2540,228254,1090,1,0
375000,Duvall,27,4,2,1790,61419,0,2,2
325000,Duvall,28,3,2,1350,11805,0,1,0
340000,Duvall,27,3,1.75,1210,9635,0,1,0
287000,Duvall,27,3,2.25,1490,9600,320,1,0
299950,Duvall,25,3,2.25,1370,5000,0,2,0
455000,Duvall,25,4,2.5,1770,13168,0,2,0
398000,Duvall,25,4,2.5,2050,14724,0,2,0
372000,Duvall,25,3,2.5,1920,15260,0,2,0
580000,Seattle,0,5,3.25,3030,7410,880,2,0
289000,Kent,9,4,2.5,1961,3207,0,2,0
760000,Bellevue,27,4,1.75,2450,13300,820,1,2
500000,Renton,12,4,2.5,2230,8560,0,2,0
440000,Renton,12,4,2.5,2400,8038,0,2,0
450000,Renton,11,4,2.5,2400,7693,0,2,0
388000,Renton,0,4,2.5,2090,5040,0,2,0
290500,Renton,11,4,3.25,2510,7686,0,2,0
343000,Auburn,5,6,5,2732,7655,0,2,0
445000,Bellevue,29,2,1.5,1510,2001,0,2,0
451101,Bellevue,30,2,1.5,1510,1962,0,2,0
419000,Bellevue,29,2,2.5,1470,2034,0,2,0
338900,Kent,1,3,2.25,1936,9495,0,1,0
386000,Kent,24,5,2.5,2740,12413,0,2,0
350000,Seattle,10,5,3,2520,5500,970,1,0
385000,Seattle,7,4,2.5,2560,6238,0,2,0
552500,Redmond,28,5,3,2320,7229,950,1,0
688100,Redmond,27,4,2.5,2370,10513,0,2,0
684000,Redmond,27,4,2.5,2500,8434,0,2,0
572000,Redmond,28,3,2.25,1830,7897,540,1,0
540000,Redmond,29,4,2.5,1850,7850,0,2,0
596500,Redmond,29,4,2.25,1770,8505,0,2,0
810000,Woodinville,26,4,2.5,3480,59242,0,2,0
700000,Woodinville,28,3,2.5,2850,36585,0,2,0
665000,Woodinville,26,3,2.5,2610,35000,0,2,0
350000,Seattle,8,2,1.5,830,1077,0,2,0
367000,Kent,2,3,2.5,2828,4050,0,2,0
592100,Bellevue,25,4,2.75,2310,7851,520,1,0
302495,Kent,20,3,2.5,2200,7201,0,2,0
330000,Kent,21,4,2.5,2240,7589,0,2,0
322000,Kent,20,4,2.5,2280,7200,0,2,0
785000,Redmond,21,4,2.5,3440,56192,0,2,0
270000,Maple Valley,22,3,2.5,1690,7165,0,2,0
323000,Maple Valley,23,4,2.75,2000,9083,0,2,0
290000,Maple Valley,21,3,2.5,2000,7414,0,2,0
295000,Maple Valley,23,3,2.5,1690,8564,0,2,0
303500,Maple Valley,22,4,2.5,1920,7345,0,2,0
350000,Maple Valley,23,4,2.5,2140,7095,0,2,0
275000,Maple Valley,21,3,2.5,1600,7000,0,2,0
312500,Kent,22,4,2.5,2160,8755,0,2,0
370950,Kent,3,3,2.5,2529,9653,0,2,0
297000,Kent,20,3,2.5,1940,14952,0,2,0
407000,Kent,3,4,2.5,2927,6000,0,2,0
440000,North Bend,25,3,2.25,1680,57063,0,2,0
801000,Issaquah,2,4,3.5,3290,8059,0,2,0
957000,Seattle,9,5,3.25,3160,5000,980,2,2
925000,Sammamish,9,4,3.25,3640,60086,0,2,0
805000,Woodinville,14,4,2.5,3960,38615,0,2,0
556000,Seattle,10,4,2.5,2240,5402,0,2,0
736000,Seattle,21,3,2.5,1980,2975,0,3,2
445000,Renton,27,3,2,1630,8702,0,1,0
887250,Renton,3,5,3.5,4320,7502,820,2,0
729999,Seattle,0,2,2.25,1630,1686,300,2,0
518000,Seattle,14,2,1.5,1140,1149,200,2,0
375000,Seattle,8,2,2.5,750,1430,0,2,0
640000,Seattle,17,3,3.5,1740,1975,430,2,3
747450,Seattle,0,3,2.5,2110,1339,700,2,0
749950,Seattle,0,3,2.5,2010,2263,670,2,0
777000,Issaquah,11,3,3.25,3610,59677,1170,2,0
415000,Seattle,14,3,2.5,1060,1536,0,2,0
497000,Seattle,15,3,2.5,1220,1475,0,3,0
280000,Renton,11,4,2.5,1560,4350,0,2,0
353000,Seattle,10,3,2.5,1250,864,0,3,0
289659,Kent,30,4,2.25,2260,7200,0,2,0
363000,Seattle,6,3,3.25,1651,1779,310,2,0
311600,Seattle,8,3,2.25,1358,1196,0,3,0
280000,Seattle,7,3,2.25,1358,1141,0,3,0
317000,Seattle,7,3,2.25,1358,1204,0,3,0
839900,Renton,1,4,3.5,3810,13592,1250,1,1
641000,Renton,0,4,3.25,2760,4104,860,2,0
275000,Maple Valley,26,3,2.25,1420,8549,0,2,0
275000,Maple Valley,25,3,2.25,1620,6415,0,2,0
269950,Maple Valley,25,3,1.75,1400,7735,0,1,0
284000,Maple Valley,26,3,2.25,1580,7034,400,1,0
279950,Maple Valley,25,3,2.25,1340,7202,0,2,0
274950,Maple Valley,25,3,2.25,1570,8767,390,1,0
280500,Maple Valley,25,3,2.25,1620,7566,0,2,0
275000,Maple Valley,22,3,1.75,1180,6260,0,1,0
292500,Maple Valley,22,3,2.25,1390,6004,0,2,0
263000,Maple Valley,21,3,1.75,1580,9187,400,1,0
320000,Maple Valley,22,4,2.25,1550,7579,0,2,0
365000,Maple Valley,16,5,2.5,2260,7040,0,2,0
350000,Maple Valley,15,4,2.25,2220,6953,0,2,0
361500,Maple Valley,12,4,2.5,1980,7334,0,2,0
364950,Maple Valley,11,3,2.25,2520,6170,670,2,0
272000,Maple Valley,11,4,2.25,1800,5555,0,2,0
359950,Maple Valley,11,3,2.5,2210,6280,0,2,0
380000,Maple Valley,10,4,2.5,2300,7707,0,2,0
315000,Maple Valley,12,3,2.5,2240,6097,0,2,0
379900,Maple Valley,11,3,2.5,2190,5071,0,2,0
365000,Maple Valley,10,3,2.5,2190,5091,0,2,0
329900,Maple Valley,10,3,2.5,2170,4905,0,2,0
410000,Seattle,28,3,2.25,1420,3750,0,2,0
405000,Renton,17,4,2.5,2090,6667,0,2,0
449500,Renton,16,4,3,2580,7299,0,2,0
400000,Renton,16,4,2.5,2150,5397,0,2,0
560000,Renton,11,4,2.5,2710,6583,0,2,0
525000,Renton,11,3,2.5,2990,6725,0,2,0
506000,Auburn,24,3,2.5,2100,213008,0,1,0
859000,Kent,16,3,2.5,2920,434728,0,2,3
453000,Maple Valley,24,2,1.5,1680,17400,0,1.5,0
855000,North Bend,9,4,3.5,4030,1024068,0,2,0
800000,North Bend,25,4,2.75,4600,322188,2200,1,4
795000,Bellevue,9,4,2.5,2890,7798,0,2,0
740000,Redmond,19,3,2.5,3000,25341,0,2,0
699000,Redmond,18,4,2.5,3280,27441,0,2,0
860000,Redmond,14,4,2,3740,32417,0,2,0
875000,Redmond,9,5,4.25,4720,18741,1510,2,0
960000,Sammamish,11,5,3.5,4510,16305,1690,2,0
358000,Seattle,8,3,3.25,1410,1442,50,3,0
344000,Seattle,7,3,2.5,1232,1130,0,3,0
378000,Seattle,7,3,2.5,1601,2491,65,3,0
353000,Renton,8,3,2.25,1900,3800,0,2,0
391000,Renton,9,4,2.25,2190,3850,0,2,0
350000,Renton,8,4,2.25,2190,3850,0,2,0
594000,Woodinville,25,3,2.25,2080,70567,0,2,0
838000,Redmond,13,4,2.5,3310,42998,0,2,0
362000,Duvall,19,1,1,890,211576,0,1.5,0
895900,Sammamish,1,4,3.5,3640,4983,850,2,3
775900,Sammamish,1,3,2.5,2700,5764,0,2,0
950000,Sammamish,11,4,3.25,3820,15293,0,2,0
296500,Kent,28,3,2.5,1770,6033,0,2,0
291000,Kent,30,4,2.5,1580,6633,0,2,0
285000,Kent,27,4,3,1900,7194,0,2,0
269950,Kent,26,3,2.25,1610,7187,0,2,0
274950,Kent,27,3,1.75,1670,7415,350,1,0
285000,Kent,24,3,2.5,1940,9874,0,2,0
342000,Kent,13,4,2.5,2300,6448,0,2,0
310000,Kent,15,4,2.5,2440,7093,0,2,0
311000,Renton,13,4,2.5,1780,5822,0,2,0
328000,Renton,12,4,2.5,1990,3980,0,2,0
395000,Federal Way,12,5,2.5,2820,6305,0,2,0
375000,Federal Way,11,4,2.5,2990,6145,0,2,0
802541,Bellevue,1,5,2.75,2990,6768,0,2,0
760369,Bellevue,0,5,2.5,2870,4712,0,2,0
301500,Seattle,9,2,1.5,830,1333,0,2,0
843500,Redmond,17,3,2.5,3560,11448,0,2,0
345000,Kent,12,5,2.5,2450,6994,0,2,0
321500,Kent,15,4,2.5,1930,6228,0,2,0
425000,Renton,15,3,2.5,2540,5612,0,2,0
885000,Redmond,23,4,2.25,4470,86225,0,2,0
795127,Redmond,21,4,3.25,4360,91158,1000,1,0
970000,Redmond,25,4,2.75,4430,74358,0,2,0
850000,Redmond,20,5,3.5,3870,65556,0,2,0
800000,Redmond,24,4,2.5,4600,67369,0,2,0
650000,Kirkland,13,4,2.5,2500,6005,0,2,0
475000,Seattle,29,3,2.25,2280,5750,1130,1,1
804000,Seattle,10,4,2.5,2620,5060,0,2,0
439950,Seattle,24,3,2.5,1770,2875,0,2,0
840000,Seattle,30,3,3,3570,6250,860,2,2
512500,Seattle,17,3,2.5,1840,2875,0,2,0
460000,Seattle,7,3,2.25,1530,1840,290,2,0
376000,Maple Valley,9,4,2.75,2420,5773,0,2,0
369000,Maple Valley,9,4,2.75,2420,6495,0,2,0
340000,Maple Valley,9,4,2.25,2230,6791,0,2,0
650000,Sammamish,24,4,2.5,2840,9354,0,2,0
530000,Renton,9,4,2.5,2950,4836,0,2,0
448000,Renton,9,4,2.5,2230,5000,580,1,0
352000,Auburn,19,4,2.5,1252,25002,260,1,0
915000,Redmond,1,3,4.5,3850,62726,730,2,0
820000,Kirkland,6,4,2.5,3170,3862,0,3,0
915000,Kirkland,5,4,2.5,2910,4356,0,3,0
549900,Auburn,27,4,3,2830,213879,0,2,0
495000,Auburn,15,3,2.5,2577,156816,0,2,0
670000,Kirkland,3,4,2.25,2040,7031,0,2,0
770000,Renton,18,3,2.75,2070,54557,0,2,0
650000,Issaquah,1,3,2.5,2500,51836,990,1,0
590000,Issaquah,27,4,2.75,2400,104108,0,2,0
460000,Issaquah,30,4,2,2090,40419,0,1,0
500000,Issaquah,29,3,2,1990,65340,0,2,0
770000,Issaquah,27,3,2.5,2430,54059,0,2,0
325000,Seattle,8,3,2.25,1330,1198,250,2,0
282000,Seattle,7,3,2.25,1260,915,240,2,0
900000,Bellevue,24,3,3.25,3870,33980,720,2,0
900000,Bellevue,8,5,6,7120,40806,1640,2,4
352500,Snoqualmie,27,3,2.25,1410,14110,240,1,2
750000,Bellevue,18,4,2.5,2540,6491,0,2,0
925000,Redmond,8,4,2.5,3190,10034,0,2,0
299950,Seattle,10,2,1.5,1390,1756,0,3,0
277500,Seattle,10,2,1.5,1190,1236,0,3,0
280000,Seattle,9,2,1.5,1190,1265,0,3,0
412500,Kirkland,27,3,1.75,1660,10716,560,1,0
447450,Kirkland,23,3,2.25,1570,7200,0,2,0
481500,Kirkland,21,3,2.25,1840,10500,0,2,0
515100,Kirkland,17,3,2.5,2074,4900,0,2,0
910000,Woodinville,29,4,2.5,3530,49222,0,2,0
322500,Duvall,25,3,2,1350,14200,0,1,0
914154,Sammamish,0,3,3.5,2940,6431,0,2,0
847093,Sammamish,0,4,2.75,2760,5670,0,2,0
834538,Sammamish,0,3,2.5,2760,6187,0,2,0
829900,Seattle,14,4,3.5,3840,4000,1200,2,0
590000,Seattle,9,2,2.5,1450,1281,230,2,0
515000,Seattle,11,2,2.5,1330,1249,0,3,0
550700,Seattle,11,2,2.25,1190,1499,90,2,0
278000,Renton,29,3,2.25,1590,9425,420,1,0
339950,Renton,29,3,2.25,1630,12295,0,2,0
358000,Renton,30,3,2.25,1610,6655,0,2,0
343888,Renton,12,4,2.5,2060,5607,0,2,0
360000,Renton,10,4,2.5,1950,5451,0,2,0
364000,Seattle,22,2,2.25,1280,2574,0,2,0
685000,Seattle,22,4,2.5,2770,6000,370,2,0
372000,Seattle,0,3,2,1330,1042,270,2,0
435000,Seattle,7,3,2,1980,2674,0,3,0
368000,Seattle,7,3,2.5,1370,1350,360,2,0
346100,Seattle,11,3,2.5,1400,2036,0,2,0
575000,Seattle,30,3,2.5,1590,2910,480,2,0
405000,Renton,28,4,2.5,2620,9359,0,2,0
440000,Renton,27,4,2.5,2880,8061,0,2,0
440000,Renton,27,4,2.5,2880,7386,0,2,0
395000,Renton,27,4,2.5,2250,6840,0,2,0
400000,Renton,28,3,2.5,2080,7877,0,2,0
485000,Renton,24,3,2.5,3110,9015,0,2,0
306000,Renton,30,3,2.5,1680,11193,0,2,0
365000,Renton,29,4,2.5,2140,7350,0,2,0
350000,Renton,30,3,2.25,2470,10290,240,2,0
388000,Renton,21,4,2.5,2440,7155,0,2,0
412950,Renton,22,4,2.5,2430,6796,0,2,0
740000,Redmond,26,5,3.5,2720,11454,890,2,0
327500,Kent,24,3,2.25,2310,7200,0,2,0
320000,Kent,25,4,2.5,1920,7277,0,2,0
268000,Renton,27,3,1.75,1250,5546,0,1,0
370000,Renton,28,3,2,1680,5036,0,1,1
332544,Renton,27,2,1.75,1710,4187,0,1,0
350000,Renton,29,3,2.25,2010,4400,0,1.5,0
350000,Renton,28,3,2.5,1630,5996,0,2,0
289000,Renton,27,3,1.75,1690,3449,0,1,0
303000,Renton,30,3,2.5,1560,4100,0,2,0
598555,Renton,10,3,2.5,3040,7880,0,2,0
965000,Woodinville,27,4,2.5,3920,41206,0,2,0
914600,Woodinville,30,4,3,3180,80837,0,2,0
883000,Woodinville,29,4,2.5,2960,41656,0,2,0
879000,Woodinville,29,4,2.75,4230,31747,0,2,0
670000,Seattle,6,3,2.5,3310,5300,870,2,2
815000,Seattle,12,5,3.25,3230,5000,880,2,1
889000,Seattle,0,4,3.5,3210,5000,0,3,0
437000,Seattle,8,2,3,1460,1452,320,2,0
725000,Seattle,29,3,1.75,1530,4000,0,2,0
405500,Seattle,8,2,2.75,1350,1252,230,2,0
405000,Seattle,8,2,3,1410,1240,270,2,0
560000,Seattle,18,3,3.5,2270,4088,390,2,0
528000,Seattle,27,3,2.75,2160,4086,780,1,0
620000,Seattle,30,2,2.25,2910,6110,0,2,2
950000,Seattle,2,4,2.25,2770,5320,330,2,1
480000,Duvall,8,4,2.5,2480,5100,0,2,0
284000,Kent,21,4,2.5,1830,6360,0,2,0
306000,Kent,9,3,2.5,1870,5874,0,2,0
300000,Kent,9,3,2.5,1870,3439,0,2,0
330000,Kent,9,4,3.5,3150,6202,0,2,0
315000,Kent,10,4,2.5,2780,3969,0,2,0
300000,Kent,9,3,2.5,2090,4590,0,2,0
325000,Kent,10,3,2.5,2540,4260,0,2,0
285000,Kent,9,3,2.5,1870,4060,0,2,0
340000,Kent,9,4,2.5,2450,6941,0,2,0
286000,Kent,9,3,2.5,1800,3980,0,2,0
410000,Kent,9,4,2.5,3320,5034,0,2,0
325000,Kent,8,3,2.5,2550,4240,0,2,0
300000,Kent,7,4,2.5,2090,5195,0,2,0
315000,Federal Way,19,3,2,1900,9513,0,1,0
465000,Kent,9,3,2.5,2050,15035,0,2,0
481000,Seattle,24,3,2,2580,15653,0,1.5,0
720000,Seattle,7,4,3.25,3276,10801,0,2,0
616500,Issaquah,22,3,2.5,3580,118047,340,1,0
524500,North Bend,26,3,1.5,3430,264844,1200,1,2
830000,North Bend,15,3,3.5,3820,145054,950,2,3
799900,Bellevue,1,4,4,3650,18223,320,2,3
915000,Bellevue,1,6,3.75,2930,14980,0,2,3
331000,Renton,28,3,1.75,1300,9079,0,1,0
638500,Redmond,11,4,2.5,1980,6568,0,2,0
620000,Redmond,24,3,2.25,2190,45738,0,1,0
952990,Redmond,2,4,2.75,3550,6558,0,2,0
955000,Duvall,13,4,4.25,5660,193593,1560,2,0
763000,Sammamish,21,4,2.5,3220,7873,0,2,0
687500,Sammamish,20,4,2.75,3190,10970,0,2,0
820000,Sammamish,9,4,2.5,3670,7000,0,2,0
860000,Sammamish,9,4,3.25,3960,7012,0,2,0
330000,Renton,9,5,2.5,2600,3839,0,2,0
316000,Renton,9,5,2.5,2600,4641,0,2,0
750000,Kirkland,5,4,2.5,2930,8641,0,2,0
520000,Kirkland,29,4,2.75,2020,7357,670,1,0
600000,Kirkland,23,4,2.5,2250,11370,0,2,0
572650,Kirkland,23,4,2.5,2250,11349,0,2,0
860000,Kirkland,0,4,2.75,3160,8097,0,2,0
648000,Sammamish,22,4,2.5,2380,13435,0,2,0
629500,Sammamish,21,3,2,2020,10584,0,1,0
674750,Sammamish,21,4,2.5,2590,9753,0,2,0
649000,Sammamish,20,4,2.5,2980,12764,0,2,0
283500,Seattle,30,3,1.75,1250,5375,0,1,0
475000,Redmond,30,3,2,1230,11502,0,1,0
718500,Kirkland,6,4,2.75,2840,8800,0,2,0
835000,Redmond,8,4,2.5,3650,7784,0,2,0
730000,Redmond,8,5,2.75,2870,6593,0,2,0
725000,Redmond,8,5,2.75,2830,5310,0,2,0
739900,Redmond,8,5,2.5,2980,5377,0,2,0
798000,Redmond,9,5,2.75,3220,5934,0,2,0
762500,Redmond,9,4,2.5,3150,5979,0,2,0
751000,Redmond,9,5,2.75,2860,5280,0,2,0
720000,Redmond,9,5,2.75,2860,5379,0,2,0
709050,Seattle,17,4,3.5,2720,9000,50,2,0
339950,Kent,29,0,2.5,2290,8319,0,2,0
305000,Auburn,11,4,2.5,2230,6487,0,2,0
468000,Kirkland,28,2,1.75,1250,7029,0,1,0
405000,Kirkland,29,2,1.75,1350,2653,0,2,0
379000,Kirkland,28,3,2.5,1530,2913,0,2,0
405000,Kirkland,27,2,1.5,1370,4102,0,2,0
475000,Kirkland,26,3,2.5,1460,4961,310,1,0
481015,Kirkland,27,3,2.25,1550,5511,0,2,0
482000,Maple Valley,25,4,2.5,2710,35868,0,2,0
674950,Maple Valley,25,3,2.75,3510,92347,0,2,0
375000,Maple Valley,25,3,2.5,2750,37096,0,2,0
503000,Seattle,15,3,2.5,2190,4882,0,2,0
365000,Kent,10,5,2.75,3260,9253,0,2,0
380000,Renton,29,3,2.5,2390,8102,0,2,0
435000,Renton,28,4,2.5,2130,10375,0,2,0
365000,Renton,28,4,2.25,2070,8893,0,2,0
348000,Renton,27,4,2.5,2720,7697,600,1,0
365000,Renton,26,3,2.5,2200,7350,630,1,0
397500,Renton,27,3,2,2130,8225,0,1,0
419625,Renton,27,4,2.5,2680,11590,0,2,0
436500,Renton,26,4,2.5,2290,11173,0,2,0
823000,Bellevue,27,3,2.5,2560,9825,0,2,0
822000,Bellevue,30,3,2.5,2290,9158,0,2,0
719000,Bellevue,30,3,2.5,2120,9307,0,2,0
870000,Bellevue,30,4,2.5,2650,12001,0,2,0
903000,Bellevue,30,3,2.75,3860,12786,0,2,0
279000,Kent,29,3,2.5,1630,7950,310,1,0
354450,Auburn,22,4,2.75,2140,9920,0,2,0
359500,Auburn,21,4,2.75,2140,10316,0,2,0
367300,Auburn,21,4,2.75,2190,14937,0,2,0
313100,Auburn,21,3,2,1730,12821,0,1,0
815000,Issaquah,1,4,3.5,3040,4006,690,2,0
825000,Issaquah,2,4,3.25,3040,4155,690,2,0
700000,Issaquah,2,3,2.5,2350,4975,0,2,0
740000,Issaquah,2,3,2.5,2350,3798,0,2,0
